Actual,Predicted
1856,703.1111444851989
1551,806.2134564968171
845,989.0847010709927
1557,1133.0126961888118
85,888.4129705311366
316,563.6773095887695
1400,818.6782630912801
591,692.6633683451837
1338,1146.8967928204654
47,320.0737404540355
911,1033.7795291675209
806,957.3241019608391
408,536.6664668424496
1864,1208.0432790947632
565,701.4722522927785
882,1020.4149907480911
1830,1089.230424003637
805,853.2988163726291
1035,1013.7785931387879
868,1029.3898253797854
1024,1173.6419453699623
382,551.7247854377918
1306,1046.6911815304895
555,523.1792731428401
955,1038.7311656550241
640,678.6167509731451
1645,669.7790650586094
1856,707.2202870844525
897,1057.1654942724144
535,929.4994673900785
1256,975.7686590386329
1319,1100.1645316977115
447,854.0136721647173
76,676.9989802947864
1374,994.0837234095329
111,773.6065589111413
414,626.5462207863987
464,562.4409486888813
316,803.1846871681462
635,979.8737109164598
334,921.2045192613497
906,949.8480668357089
542,559.8250330459265
1425,852.5672647990942
170,743.3795551791173
328,749.38455039265
105,645.5414879456386
590,716.7234416076379
715,729.9420984968627
590,818.6942829160876
596,1145.819844221749
614,605.9065440550472
1613,1066.4517503301486
542,689.9842217905694
906,952.6407630719159
990,1026.0738231450323
913,1024.1819887552915
542,528.6404352905867
1429,1190.561930022885
1009,1091.9837145642834
34,336.90153710961357
1236,1181.5762780565453
995,1151.6961690096557
878,956.8258050541388
605,663.2909096847225
34,389.6393779972695
268,956.8380458902705
508,744.7444504201379
1006,1040.4200089554597
1009,1064.1785737839743
1160,1081.155230030317
149,502.2449934906131
807,951.9932807732033
3,586.1494713483178
34,303.3327105102389
1120,1026.7977019158222
340,917.5634635582434
519,715.7620504812342
105,572.2125612921717
896,994.9852587015941
105,537.7635800202099
885,1032.5683941411828
1371,1104.3119264010318
1815,1073.0182640460073
1820,1255.3840420498086
1009,1091.9837145642834
281,694.0502368281635
1328,1168.017643362419
373,740.9508858180529
1685,627.6062394179102
1006,998.4704759763392
1685,814.375540773283
575,638.0293547808507
334,700.1906783925635
1066,1094.5944292523582
34,567.26282541472
1624,1023.9009916670049
34,355.74467346792
882,1017.8899618304837
35,1067.8056103898616
909,1079.797102861871
1453,1207.0645544222027
122,915.2907473444923
1018,1076.2210501481393
1450,986.051431538393
931,1012.2761557452405
105,540.5344265027198
1491,1103.3006145168997
1324,895.7175419345942
1009,1101.938694539308
2,1430.1305109682105
956,996.0764531460386
900,940.0992407921024
487,610.1958398565952
88,606.0966082478053
34,311.9052073399548
835,945.6202418989197
268,954.2370813725294
1283,822.7855303051673
1830,1016.0314108726794
1642,843.2901140541425
1589,738.5970524195084
186,1094.9251341190463
1281,1196.8161045225584
34,600.1958528557375
92,680.3635031499564
1491,1110.5999867691999
34,373.63079766445037
1819,1264.4709593958305
896,986.7726142008635
851,991.60490040577
1658,1488.3101143294514
781,993.6608813250929
1074,1051.917912323704
627,1164.8970313456784
906,964.4721268627837
1557,972.4695124066694
1263,1104.21793552483
1453,1199.8650062948261
349,648.8463845680808
1676,1093.3152323204936
646,701.5628266939307
865,1059.3901030465047
1624,1072.6163615177754
532,824.6899266036443
1486,1168.749170963545
1453,1132.4691852914361
591,757.4131959724773
604,788.2932626790972
695,696.0650915914309
105,732.3496651839897
585,609.3934704324585
1487,1147.0203443370044
1216,1130.1532185444362
1092,1124.2197466182565
1830,1088.3922516740788
1068,1186.012422732895
1192,895.7521530755918
562,738.9238611647279
1628,1187.618429812591
57,799.2913071950975
34,347.5150469826814
574,1070.1184279338154
1281,1173.9094533610148
475,855.0934032429882
287,643.6435902580392
900,948.7689715912239
1443,1183.3140885395646
1726,948.4395825113555
1161,1145.2994707446762
920,1027.0548049183149
851,989.1101091683761
1453,1202.6237850959844
1006,1008.3893361716981
568,802.8948172708297
483,1031.5417816809086
999,1096.0880197520557
393,496.12072589930483
1132,1035.1977816326469
1035,1014.7633233646903
931,1000.646797726661
1009,1159.7484561628141
87,722.2659615005813
1042,1078.363268388708
949,1038.7217267494598
1775,625.4853774523257
251,665.0105819962736
170,581.7628311452527
1820,1247.6013176886609
251,826.141635292498
524,711.3140607535431
928,1026.9549420035594
1551,807.3405309411514
1775,656.4870635060677
960,1050.067647622941
1453,1089.3865926278638
131,742.9370822813166
1645,1125.689853253949
140,776.7623351859897
1645,1107.5269219967113
1256,982.9868543187165
1006,1008.5687795938092
868,1046.1474971061734
1725,767.3028915529844
65,580.2024091758759
1521,1051.1584006197033
1215,1055.9971886099042
65,767.119728515967
524,813.7047246504017
411,580.4748311757437
1856,596.3125583587627
636,706.5091375746097
34,325.1642177334874
246,733.6244842047902
1601,1351.1822423997212
1092,1151.6961690096557
274,633.9105193209548
451,488.9377083198791
868,1045.3093247766153
833,733.3443388177243
1415,754.8677908930804
741,802.5736450315459
1064,1030.387887045009
1132,1019.5511520071667
593,1066.3421568705014
851,990.0241048479802
393,750.8963376570954
909,1043.6846242221106
888,978.9108036127633
1173,990.1981845607826
1104,1007.8440609296725
1395,1157.9366325560534
845,1001.7984985875916
1006,1020.5334834594826
551,486.4594888352543
578,858.0424528624322
436,490.02756691678957
966,1028.5178211304528
1002,1039.6195367906255
1117,902.0782897442014
813,698.8184115046657
774,948.4433155459183
882,967.4463453951635
913,1053.8471857783927
1310,827.832939086323
4,894.6674272383713
1035,1047.3294880126793
105,726.9487611205335
308,849.5528584197558
1443,1144.1351905597894
1685,864.5978699625434
405,461.7861666608106
1140,1041.5655014567806
585,486.89528993593245
1453,1214.6029174745393
34,481.9939915058499
900,939.8868710664098
34,306.1397899736032
1792,1360.1390109939798
34,429.27746814829624
542,716.1062245460803
701,980.5531239117497
1132,1033.7624122839368
593,975.9099578372219
868,1057.705660700759
888,981.7189539979173
918,1040.357040876378
991,1054.1797664793103
1255,1039.773101609505
482,683.5192867012406
511,755.0014406385696
401,683.161010766501
708,871.4133067931615
851,990.8683183171934
593,1059.666538916551
1479,944.176166266353
774,985.3810012255417
188,921.3175293613375
860,1011.4789591875416
1739,1193.2779881746408
1685,878.4950499612439
1464,1029.2485220845585
524,671.6673401435821
982,1024.1819887552915
1296,1163.1991935882436
1447,1181.7129325410167
105,902.0512341340831
321,690.24757004341
911,1026.3752704456224
865,1031.252770251936
1515,1119.4551210679858
1830,983.3664278930775
1571,1032.3664764307664
1599,1039.2700391714652
544,793.380804888157
882,1016.540600128356
1281,1209.1578210067814
956,1006.2047505613975
138,926.271874153805
906,951.1439861993839
1044,1171.5835243593322
1156,901.9770533657767
1006,1010.6689189896213
1385,1181.3975549583379
1018,1047.0913800820879
976,1091.9596813531982
1415,847.2280081668168
901,947.8425135787983
919,1051.0095790940481
405,637.5115647219145
879,1015.0458341875416
235,1012.9464140138066
913,1051.0095790940481
1397,1083.6748991082127
1260,802.4165592850031
1135,1140.841771794411
1447,1183.5970953895956
888,974.8465451804135
27,856.8504807912489
903,1024.8983822770454
898,975.9422056147789
1576,1146.9286581498438
1325,1086.6494567040272
517,456.1138040406528
1006,1004.2682864491273
1831,709.9921406871601
956,1019.6395381900078
781,980.0192866882624
919,1024.1819887552915
238,829.4835462910418
1284,1187.454886990523
216,675.5259153366783
854,990.6895381050391
316,528.8395749107152
34,464.60849607857153
970,1054.182266422011
783,988.58873549927
405,474.1118232732624
296,782.5199113064333
34,567.5447116086492
594,613.174851879002
1063,722.6242507266339
191,700.3129226522707
123,734.4774152006413
535,821.0862309571319
34,368.81399595597156
246,868.649846416974
1832,906.4080393229993
1050,804.7970362804358
398,705.3439400156707
210,624.3530679864755
900,941.1400088415331
800,960.0349013729902
723,691.8852102668409
644,638.3872883457296
186,1034.7884062821386
1009,1099.9471734886383
484,609.3803517740199
105,636.8978300997074
1209,1094.908577564693
1806,800.0218672443106
1415,909.9231397077826
1512,1213.0458299834138
1157,985.1648468157924
483,1032.3201904497566
735,759.4774500592457
714,624.5939324248505
575,664.5459839554235
854,992.9691209229625
1868,800.635493803195
906,941.3593515881745
1047,1071.892064734974
1009,1093.6233180269644
948,1016.3198341288302
753,568.5116054447736
508,673.5239205880448
1052,1060.5581034016534
1555,838.9753472879959
1792,1403.943648541714
1591,1049.4931470514111
408,661.067783874314
585,726.531084995477
138,874.117654458146
1006,1005.2606663843087
906,945.6940709814351
1538,917.9830110954799
321,628.02476307719
1832,1002.6852251844701
524,745.5895120491749
1388,858.7369629362684
34,757.9389373682332
915,1047.5805225003216
1720,698.9687463999371
316,554.3907576251032
1497,864.5235161821854
608,970.9251768626123
393,482.45874964329124
732,980.5531239117497
979,1071.6724045740036
1006,995.5248126473215
1830,1088.3922516740788
590,750.7454047507398
1072,1006.6100280864364
105,644.9377531083591
882,1017.3955990686413
1453,1208.4428411651259
806,997.4124568821866
1690,1333.0247158080629
1597,808.8050772185716
675,665.9554736949254
217,1060.9161554043387
1474,1074.4976936003143
746,656.8751334728516
484,551.4936004492316
1346,1114.08080955099
1092,833.073101548816
1645,1112.5924778899926
1386,1071.9774337697288
906,948.9142573023955
562,769.5658350012773
694,583.1948668892703
877,1027.4234111946528
915,1031.7017329825273
1705,786.4779561644751
1297,1159.7848537015107
1356,866.5828714225308
34,568.9629594065304
412,657.4721651760581
138,657.0787335931003
1733,1125.689853253949
878,945.151531612751
927,1003.1622812734486
168,874.1661372340947
1132,1049.8907637734535
918,1014.4547810300667
917,997.8362403475622
1006,995.5248126473215
1048,1117.503093789141
1394,1065.8822996738552
1031,1152.238475231858
815,793.5681754662006
542,649.8676906148634
1392,760.9488229804742
1009,1101.611002290124
958,975.9422056147789
1792,1481.5213952785934
542,577.9397491054472
995,1171.2713835119325
1572,1111.39867918996
694,627.4925224578171
1492,1044.909379092021
405,454.0270954198446
507,613.9516164758573
316,520.6914677248892
66,921.1856378517188
918,987.6886572930267
1552,972.0729381879318
1582,1093.8223004304443
900,926.1746951328864
1851,969.5564989719647
108,901.2970679109968
909,1043.9295633739537
808,986.2532879443165
913,1017.8332099005318
1359,852.0127760647296
436,459.95617582977036
510,1072.4742012989525
1265,1126.4356886999778
1203,1182.8210954132
1591,1066.812301107577
1046,1149.1226652931416
241,593.6648328197372
1144,1075.7155617114831
1132,1032.413050581809
221,363.92741630111806
906,943.219906118437
105,536.5853374496736
1262,1090.050220974811
1009,1046.900241301537
846,997.6156743427917
127,701.587002626091
1453,1140.7734711204578
1443,1144.6008325525167
982,1029.3898253797854
1068,1070.1731336109035
84,801.2397946590395
367,721.9800647719752
906,946.5683667270049
859,996.1803049940816
840,849.115635805395
1582,1203.0083976506546
1284,1183.9124814649817
1786,820.4158525653008
1371,1108.5681256266998
1540,811.5673903881288
905,940.0756105003034
952,1013.5867114908116
900,937.1276831378938
1775,656.4870635060677
1009,1062.5538732294697
1229,1078.6374356017573
1018,1070.4742284385457
1852,1134.0976780060196
976,1150.9770081714053
774,985.3810012255417
361,504.870606972073
1302,644.0205920699833
882,1017.8899618304837
1415,897.2569706804068
1494,1213.2667829853985
1296,1166.0273231669664
451,508.2351201620864
960,1050.3455765161198
956,983.0741975341969
995,1073.8889309404615
1603,966.7579024991162
1135,1142.590234812573
190,786.3167208252701
482,570.2297852989243
882,1020.4149907480911
1106,958.2715303201297
882,1022.0132669448504
878,942.2519322506251
1515,1029.6790855333848
105,723.9980099272562
928,1013.3289288933967
500,665.4694669445249
882,971.8804000267967
562,866.0800257748418
585,618.3755455039949
452,861.4732244643994
1491,1110.014265928779
414,590.313849678325
909,1043.9295633739537
1006,1008.2204591101098
671,987.5038195432363
542,644.6801921981873
213,890.7598058662512
903,1043.5432565896647
952,1009.8793353393803
1759,743.454361935417
948,1018.8448630464376
1527,888.3129902251721
34,311.9052073399548
913,1102.6445985320252
316,485.0790386573753
1685,1009.5869262290252
1006,1040.4200089554597
1431,1006.541236669608
451,559.8221990482142
1484,698.2562321916107
596,1187.5953924166247
1571,976.4953474112235
551,607.7958069945261
246,783.7687840748592
1066,1156.8906706692371
596,1091.3923758499345
904,1007.0224409161548
341,635.650547041446
105,674.2744169620194
141,791.8088241669908
851,988.1798880525805
1176,739.4537008195468
976,1151.1835552956175
1532,1129.0967801420934
555,513.9424617862433
943,1031.252770251936
1561,755.5389043245633
113,832.7981406436589
856,768.4378121592267
447,789.8930315528945
575,674.9309708082287
1658,1282.5388395841385
931,976.9461834057289
1008,1152.356622210125
1785,618.7366749038346
557,947.6269049080005
1049,1014.1227917528596
1394,1067.2316613759829
393,518.2305702942786
149,457.3307512810893
877,1023.5490205749177
1582,1091.0572464146462
47,320.0737404540355
220,734.2399276214102
1810,629.0539562628796
34,776.8960355309624
806,986.0376653832158
344,737.902837428045
614,567.3655182790644
361,647.1979439250659
904,1017.3955990686413
209,685.0656281283533
1453,1122.3915746199484
931,1008.3893361716981
105,566.4270519955601
1801,794.2524918160492
296,755.3273847869411
