Actual,Predicted
1009,995.16
242,396.65
614,614.0
1009,1008.04
393,386.07
952,953.59
28,1600.5
708,879.75
7,1279.16
943,981.41
882,882.0
848,967.71
299,315.32
878,878.0
34,34.36
414,350.53
806,806.0
925,902.41
1792,1779.21
399,381.17
116,116.0
414,336.24
1453,1453.0
792,787.53
49,1023.15
1284,1277.335
146,446.18
960,1007.41
289,292.75
34,56.44
495,585.18
1202,1087.45
542,472.11
1427,942.97
865,912.14
160,1242.93
321,328.5
47,64.61
1176,1168.31
153,1730.45
591,680.35
105,105.0
351,449.0
1757,1441.6
655,676.01
1009,1021.21
960,919.69
1508,1465.605
1255,1218.51
1006,1006.0
865,914.35
405,405.0
991,998.12
411,473.07
781,781.95
906,909.5
1223,1246.69
576,536.915
851,845.72
1643,1387.385
603,554.98
575,575.3
906,905.94
316,316.0
220,220.0
1152,1322.15
1491,1490.27
970,901.21
1685,1605.33
530,813.05
72,734.79
1131,1217.43
491,737.11
845,850.91
1033,977.14
542,506.59
407,410.0
590,573.35
508,505.91
299,338.4
866,997.875
1018,1042.15
880,902.86
585,585.0
1734,1675.97
745,730.65
246,884.205
900,900.0
1072,1063.79
593,663.97
918,1032.87
1089,1135.48
1461,1113.515
1685,1603.96
116,116.0
773,742.88
1068,1110.09
34,359.92
656,902.23
1074,1171.705
1531,452.0
1568,1680.75
1832,1775.58
168,977.46
34,72.72
1341,1357.8
54,76.0
34,58.61
911,880.8
1378,468.09
681,700.77
316,318.31
1315,1114.22
1323,1734.0
900,900.0
562,522.14
585,585.0
1474,1749.0
1009,1009.0
992,1063.99
1189,1196.85
1145,1008.73
34,110.14
1035,1035.0
248,481.06
558,851.75
1132,1713.14
1474,1565.02
845,852.71
428,428.0
609,661.06
542,463.42
474,448.62
105,211.48
882,882.0
596,608.14
1052,1208.04
1064,1167.27
774,774.97
34,34.0
357,654.7
943,945.05
627,742.03
575,581.785
1479,483.0
1498,832.63
1453,1365.7
1748,1733.76
847,852.02
800,812.02
1091,1050.795
1220,958.0
1704,272.12
851,859.01
495,1599.0
1006,1006.0
495,612.9
585,751.72
904,895.65
258,448.49
608,718.59
1127,1003.95
361,382.89
1858,1348.67
428,566.71
1277,1259.84
1202,1160.78
427,299.36
937,1002.0
966,1095.21
451,451.0
268,268.0
906,907.5
250,310.47
170,158.69
1760,1733.46
1856,1645.48
1551,1515.01
845,858.01
1557,892.95
85,240.8
316,328.71
1400,1195.35
591,622.97
1338,1222.77
47,47.0
911,980.34
806,735.73
408,442.55
1864,1817.02
565,527.48
882,882.23
1830,1368.52
805,405.07
1035,1033.95
868,879.0
1024,1037.19
382,424.435
1306,1118.36
555,534.27
955,951.21
640,611.0
1645,1374.74
1856,1487.49
897,904.05
535,1560.0
1256,1243.25
1319,1254.97
447,485.38
76,30.0
1374,342.0
111,348.73
414,290.9
464,319.7933333333335
316,325.85
635,477.3
334,387.89
906,905.94
542,494.82
1425,703.535
170,169.945
328,503.07
105,202.64
590,581.71
715,709.71
590,583.86
596,735.06
614,611.595
1613,1190.88
542,513.82
906,906.0
990,909.9
913,903.22
542,471.32
1429,1167.35
1009,1009.0
34,57.4
1236,1242.58
995,1206.95
878,877.84
605,704.38
34,34.72
268,268.0
508,504.84
1006,1003.6
1009,1011.82
1160,1202.74
149,174.02
807,750.01
3,73.71
34,34.0
1120,990.49
340,355.64
519,508.58
105,105.0
896,922.08
105,105.0
885,887.06
1371,1167.63
1815,1636.83
1820,1820.0
1009,1009.0
281,308.09
1328,1478.53
373,275.785
1685,119.35
1006,1022.32
1685,1053.36
575,579.8
334,378.09
1066,933.7
34,37.6
1624,1256.66
34,71.52
882,882.0
35,993.6
909,925.74
1453,1453.0
122,671.1
1018,1036.46
1450,1168.1
931,937.01
105,104.29
1491,1484.01
1324,1394.135
1009,1009.0
2,1775.44
956,1115.71
900,905.45
487,526.84
88,96.82
34,34.0
835,520.67
268,268.0
1283,1071.395
1830,1830.13
1642,1497.64
1589,1098.19
186,462.35
1281,1235.98
34,42.28
92,329.5
1491,1494.43
34,34.0
1819,1719.78
896,1013.71
851,851.84
1658,1756.91
781,788.2
1074,1140.27
627,717.59
906,913.25
1557,859.79
1263,1162.27
1453,1346.275
349,456.83
1676,1470.98
646,634.19
865,865.0
1624,1718.51
532,611.19
1486,1391.87
1453,1453.0
591,625.26
604,935.8
695,649.1
105,294.72
585,593.67
1487,1398.0
1216,555.63
1092,1259.12
1830,1711.67
1068,1262.68
1192,1184.01
562,558.38
1628,1394.26
57,356.51
34,34.0
574,861.57
1281,1297.08
475,944.425
287,586.2
900,900.0
1443,1387.51
1726,1259.85
1161,1298.11
920,1001.65
851,875.32
1453,1453.0
1006,1005.07
568,619.3
483,1571.0
999,1028.26
393,407.47
1132,1132.0
1035,1030.7
931,981.05
1009,1012.36
87,180.44
1042,895.3
949,880.86
1775,1504.71
251,164.17
170,158.69
1820,1784.52
251,279.7
524,526.16
928,960.24
1551,1514.6
1775,1729.42
960,950.78
1453,1267.77
131,143.94
1645,897.05
140,182.48
1645,1264.21
1256,1324.6
1006,1006.66
868,946.77
1725,1277.325
65,85.91
1521,1530.43
1215,1119.47
65,328.71
524,541.81
411,414.42
1856,1643.31
636,661.32
34,34.0
246,713.81
1601,1645.95
1092,1137.35
274,357.25
451,451.0
868,880.54
833,817.67
1415,1219.02
741,694.53
1064,1065.035
1132,1132.0
593,601.41
851,878.19
393,1509.13
909,896.45
888,889.9
1173,1292.345
1104,1101.98
1395,1112.59
845,888.04
1006,1005.78
551,545.765
578,400.04
436,436.0
966,972.28
1002,1026.9
1117,1302.3
813,782.96
774,774.0
882,882.0
913,908.8
1310,1303.59
4,141.18
1035,1035.0
105,462.06
308,912.05
1443,1475.88
1685,1687.02
405,425.16
1140,1175.87
585,594.29
1453,1453.0
34,34.0
900,900.08
34,34.0
1792,1786.02
34,34.0
542,492.22
701,825.08
1132,1132.0
593,645.05
868,893.35
888,887.64
918,1030.32
991,992.51
1255,1362.59
482,512.58
511,692.85
401,385.58
708,731.52
851,879.91
593,673.51
1479,1489.32
774,809.39
188,327.91
860,871.32
1739,1707.9
1685,1471.99
1464,1466.64
524,525.44
982,999.8
1296,1335.13
1447,1431.14
105,327.67
321,338.77
911,914.92
865,932.17
1515,1730.0
1830,1781.98
1571,1154.175
1599,1521.0
544,562.53
882,882.0
1281,1231.26
956,941.56
138,691.83
906,906.5
1044,1053.26
1156,1203.0
1006,1005.25
1385,1205.06
1018,1035.18
976,977.75
1415,1457.0
901,901.38
919,946.7
405,409.2
879,883.37
235,1320.63
913,912.74
1397,1397.3
1260,1242.52
1135,1221.73
1447,1318.73
888,910.22
27,79.72
903,885.58
898,905.9
1576,1478.0
1325,1195.07
517,511.63
1006,1006.66
1831,1015.51
956,926.9
781,787.65
919,892.71
238,732.39
1284,1436.52
216,835.015
854,883.61
316,316.0
34,34.72
970,871.81
783,863.94
405,405.0
296,507.16
34,34.0
594,686.0
1063,1037.92
191,245.55
123,342.23
535,551.52
34,34.0
246,237.01
1832,1693.48
1050,1001.46
398,796.85
210,289.52
900,908.88
800,809.38
723,751.55
644,490.57
186,1103.89
1009,1015.83
484,461.49
105,228.85
1209,1024.15
1806,1806.0
1415,1387.55
1512,1415.6
1157,1036.99
483,1479.0
735,630.14
714,656.98
575,574.82
854,886.28
1868,666.13
906,908.78
1047,1045.61
1009,1017.17
948,938.56
753,740.68
508,504.02
1052,1067.59
1555,1320.43
1792,1796.04
1591,1232.98
408,386.55
585,585.95
138,383.79
1006,1006.16
906,907.5
1538,990.36
321,359.24
1832,1593.44
524,530.6
1388,1298.15
34,91.71
915,960.22
1720,1720.0
316,328.56
1497,1335.92
608,575.82
393,393.0
732,836.025
979,983.47
1006,1008.44
1830,1466.81
590,577.58
1072,1073.21
105,122.27
882,903.78
1453,1453.0
806,809.57
1690,1689.47
1597,905.92
675,529.395
217,1033.66
1474,1702.91
746,613.57
484,449.56
1346,1112.07
1092,888.2
1645,1625.69
1386,1175.66
906,917.18
562,559.31
694,614.0
877,877.0
915,920.19
1705,919.92
1297,1416.42
1356,1293.915
34,35.44
412,545.64
138,286.64
1733,471.59
878,878.0
927,926.69
168,742.305
1132,1558.87
918,1035.0
917,918.45
1006,994.68
1048,1061.92
1394,1196.13
1031,849.2
815,829.27
542,539.44
1392,1620.54
1009,1014.01
958,902.1
1792,1758.25
542,493.75
995,1048.95
1572,1377.13
694,670.9066666666665
1492,1470.34
405,405.0
507,518.65
316,318.31
66,183.52
918,913.87
1552,1007.14
1582,1582.0
900,900.0
1851,1024.11
108,285.16
909,871.61
808,895.19
913,977.6
1359,1345.68
436,436.0
510,531.35
1265,1272.42
1203,1267.01
1591,1102.42
1046,1318.15
241,208.0
1144,1009.425
1132,1132.0
221,34.0
906,906.3
105,173.68
1262,931.5
1009,1009.0
846,848.69
127,156.6
1453,1453.0
1443,1477.9
982,888.62
1068,1107.46
84,1516.07
367,278.235
906,908.03
859,859.0
840,882.98
1582,1582.0
1284,1305.41
1786,1027.09
1371,1308.765
1540,1566.91
905,890.46
952,956.45
900,899.7
1775,1729.42
1009,1008.55
1229,1225.125
1018,1096.25
1852,834.92
976,967.62
774,810.42
361,424.46
1302,1423.22
882,882.0
1415,1436.59
1494,1473.4
1296,1372.88
451,458.26
960,941.14
956,1014.12
995,1146.03
1603,1598.345
1135,1219.66
190,224.49
482,533.3
882,882.22
1106,999.32
882,882.42
878,877.56
1515,1218.445
105,443.52
928,1008.61
500,466.03
882,882.0
562,550.16
585,582.79
452,518.795
1491,1491.0
414,341.38
909,918.54
1006,1030.97
671,600.3
542,461.52
213,507.17
903,958.75
952,1013.58
1759,419.31
948,945.86
1527,874.105
34,34.0
913,912.55
316,330.37
1685,1723.22
1006,1012.45
1431,941.88
451,447.54
1484,1322.46
596,603.57
1571,1449.32
551,566.21
246,312.08
1066,1000.85
596,555.6
904,903.64
341,372.0
105,169.92
141,554.81
851,869.7
1176,1178.61
976,1079.86
1532,1105.46
555,542.265
943,942.57
1561,1383.41
113,244.02
856,770.77
447,437.8
575,577.0
1658,1710.98
931,922.75
1008,1058.78
1785,1536.26
557,406.74
1049,1118.0
1394,1394.0
393,393.0
149,149.0
877,877.0
1582,1580.71
47,47.0
220,223.32
1810,993.72
34,38.08
806,805.75
344,390.39
614,431.95333333333326
361,399.82
904,903.78
209,249.11
1453,1452.84
931,945.34
105,105.0
1801,1801.0
296,448.62
342,833.28
34,37.67
1060,1015.12
405,402.09
590,562.4
951,1049.28
267,269.0
34,34.0
1342,1259.55
517,513.88
896,900.77
550,544.3
1300,1446.37
34,71.52
34,34.0
105,125.02
1494,1415.61
931,931.93
1052,1012.475
1561,263.51
1030,838.38
34,34.0
514,427.26
1575,1485.6
440,312.62
868,875.21
1168,1091.38
105,138.8
1310,1340.43
774,776.14
681,689.83
614,649.53
985,1011.91
1198,1283.19
1811,1134.42
408,469.77
1007,938.58
927,976.61
960,956.97
367,317.78
47,47.0
1705,998.67
590,589.54
1453,1322.73
631,631.0
575,561.15
1361,1335.08
1284,1287.84
928,1065.29
1382,995.72
316,332.6
1375,1398.33
976,976.0
1582,1572.97
1501,1288.21
105,501.76
517,516.34
45,68.16
1409,1309.02
649,850.7
916,935.08
166,1786.0
495,1354.01
763,775.83
908,1082.44
847,828.88
105,105.0
1453,1453.0
808,815.78
1121,1069.06
614,608.06
1118,994.81
1453,1453.0
1304,1257.97
585,608.68
283,699.04
70,34.0
154,147.98
88,289.56
1690,1686.83
316,318.5
1132,1554.28
7,397.67
837,836.29
834,814.61
567,565.93
1356,1347.765
1756,1314.08
14,172.27
1303,1167.33
698,628.0
885,882.42
138,369.2
931,977.0
1176,1248.45
1733,1804.78
913,874.62
903,903.0
695,692.59
1760,1646.6
955,857.455
757,742.13
1018,1018.0
368,349.29
1356,1167.46
807,755.21
446,513.19
956,1114.08
982,938.67
268,268.0
1118,1092.62
592,521.825
878,878.0
485,921.49
841,801.77
141,110.96
1009,1026.14
138,444.64
1645,1468.06
550,541.02
1557,1145.4
831,587.6
1735,466.76
1453,1454.29
1759,419.31
1365,1351.41
1690,1671.73
562,569.56
694,693.47
361,399.96
47,47.0
34,156.43
500,505.5
134,646.82
1299,1302.92
868,933.8
1394,1390.8
1689,1674.79
47,47.0
991,993.64
1786,1833.855
1733,1682.25
913,925.99
851,849.05
34,34.0
50,89.28
935,952.03
909,906.35
585,576.61
1495,1414.0
1429,1352.46
1663,1544.45
1115,1098.66
182,320.86
524,527.04
1739,1667.2
47,47.0
1830,1732.08
878,878.18
982,1006.69
1830,1461.02
105,1441.07
1453,1453.0
1590,1466.0
1415,1400.64
1163,1201.94
1240,1320.46
1798,1769.12
360,403.83
903,962.83
916,932.94
774,773.82
738,320.16
1219,1086.56
1555,1749.76
1665,1630.12
606,661.71
1404,1514.6
833,866.04
1757,1410.685
1696,608.0
1215,1132.1
960,948.94
542,533.61
917,1353.12
987,938.21
919,954.58
311,677.415
1048,1242.51
1792,1775.36
1830,1450.39
1066,993.86
209,314.05
1658,1698.84
34,37.24
960,1045.08
906,906.25
669,652.29
277,434.37
123,322.41
1250,1244.72
483,492.96
436,436.0
1494,1468.24
1792,1735.0
822,833.04
840,822.01
1151,1169.12
1404,1441.87
105,101.94
1068,1136.87
1342,1269.28
542,511.51
1451,1336.0
1074,1122.57
1394,1433.99
219,563.27
906,912.08
1832,1721.67
845,852.82
1097,1181.49
289,292.75
1198,1224.35
1404,1331.89
1062,1086.92
785,906.32
936,1005.14
57,387.12
861,877.5
70,62.39
971,1019.12
47,71.29
1757,1597.2
904,904.58
868,884.21
277,401.5
1845,1113.91
138,275.28
1397,1255.14
436,469.1
1394,1431.08
1685,1482.5
260,1118.0
991,991.0
172,437.855
577,1085.23
1006,1005.32
1110,1431.51
806,826.62
991,1029.77
1158,1118.26
34,34.0
1215,1146.18
1799,1377.46
938,1014.88
860,881.38
1645,1761.57
1106,1074.46
851,789.07
991,991.81
1188,1333.45
1033,1019.8
877,877.05
984,975.19
1002,575.5
927,922.35
542,477.56
1028,1003.56
702,607.38
715,705.43
781,801.5
1018,991.0
1169,1264.53
1453,1453.0
1491,1493.23
28,386.13
1832,1577.8
287,834.2
904,904.53
1447,1331.83
1181,1179.215
1385,1239.27
807,765.24
506,501.615
1009,1013.12
865,941.16
1366,1176.46
324,641.76
1068,1446.79
1453,1453.0
916,1064.5
1830,771.37
946,949.88
3,74.2
1819,1732.38
708,709.77
806,805.75
105,1681.61
244,380.49
942,920.5533333333332
296,513.81
439,416.5
1845,1844.43
1533,1448.04
1021,1486.86
1328,1410.73
1856,1472.95
47,47.0
1699,1706.78
1202,1213.06
1391,1097.61
47,47.0
146,381.01
1033,1026.04
806,848.23
300,335.0
105,148.61
695,687.13
1331,1162.51
408,414.33
845,902.51
197,295.99
1081,1082.74
1526,1523.47
609,1805.0
1658,1662.33
487,482.37
443,806.57
909,926.78
956,957.36
1309,1183.7
906,901.55
1560,1604.72
1785,1395.1
1636,1084.71
1118,1117.46
474,410.575
781,790.24
1670,1453.92
246,250.59
1203,1233.85
87,103.77
1131,1182.47
1275,1179.61
1453,1453.0
296,424.1
1439,1678.66
1479,1471.46
1445,1465.04
44,1241.91
961,955.29
157,249.285
1508,1143.83
900,900.0
1642,1562.69
1387,1378.39
1048,1098.14
535,516.085
1491,1470.95
547,707.34
1453,1456.77
1271,1220.22
1739,1739.625
596,657.79
900,900.12
105,243.73
34,39.89
590,573.56
1447,1371.56
1302,1330.73
1319,1356.16
138,308.08
669,660.26
524,600.23
991,991.0
614,614.0
913,909.655
1495,1337.86
1688,1657.98
1356,1428.84
906,917.17
268,268.0
770,1400.105
229,214.56
316,319.08
3,840.21
1453,1231.98
1201,239.93
476,476.0
1503,1477.68
1559,1659.15
1189,1268.49
1127,1007.98
575,558.56
868,881.94
1445,1528.77
630,604.2
1188,1414.16
878,878.0
1244,1231.9
1017,1031.15
1507,1430.58
434,1121.38
851,851.0
1151,1184.22
1018,1021.8
1690,1692.77
868,894.23
1049,1018.0
1453,1453.0
334,352.48
1724,1642.79
1491,1340.89
290,597.2
590,555.37
1768,1721.39
1545,1334.66
1411,1315.65
542,452.89
1009,1016.92
228,321.48
320,320.0
1498,1055.07
647,645.75
1453,1453.0
1372,1021.36
922,1062.9
647,648.7
851,918.14
149,149.0
1568,1628.81
851,842.23
1152,1221.22
1149,1003.84
535,505.29
1151,1193.63
971,1076.35
1656,397.1
1685,1652.86
542,505.54
382,382.0
845,838.25
1046,1082.72
1748,1667.12
882,882.0
204,551.01
1203,1173.15
1132,1132.0
291,327.2083333333335
34,34.0
1777,829.68
1104,1147.14
1479,1497.0
591,694.84
1439,1460.45
885,961.95
1207,1274.76
27,81.35
845,861.31
111,110.81
551,550.05
808,842.71
47,63.95
913,912.81
562,589.05
1006,994.0
913,913.93
496,538.18
854,865.21
832,821.05
1108,1114.65
927,938.28
901,928.87
562,538.52
856,772.82
1527,1304.74
1567,1237.72
852,564.495
1586,1145.52
562,491.58
1196,656.93
105,120.65
262,212.99
636,766.34
847,821.83
1623,1231.83
1670,1651.32
1009,1009.0
361,476.92
1691,1505.43
1132,1124.93
885,889.6
845,855.82
1202,1202.0
1067,1210.57
913,966.49
1248,1264.52
471,607.3
1371,1371.0
524,550.62
542,489.23
436,436.0
911,910.36
1163,1173.67
1064,1075.75
317,84.14
1066,1143.0
382,382.0
1266,994.065
1135,1127.51
487,528.94
550,549.5
956,1057.95
312,711.06
708,571.72
138,290.32
851,848.76
495,606.73
966,936.24
325,1521.91
1066,916.21
344,334.48
339,363.96
667,683.94
589,717.96
936,958.9
585,585.8
1551,1501.89
1322,1152.98
1832,1140.2
1491,1443.32
1328,1313.48
1255,1317.57
1361,1292.75
1453,1453.0
603,617.29
862,863.6
1415,1457.13
483,1479.0
646,626.57
562,560.76
933,1012.62
97,685.17
597,796.63
555,562.78
1855,192.16
447,449.31
47,449.24
15,1509.17
1127,990.41
866,908.83
723,724.7
840,833.76
1785,1025.04
1591,1302.5
913,931.82
1091,1018.0
105,1347.32
1655,222.55
668,668.0
1074,1070.19
1453,1453.0
1001,1040.7
1468,1148.56
590,559.93
1178,1097.67
781,793.75
34,45.52
1739,1694.67
1225,1146.24
888,905.92
1035,1035.0
418,192.2
272,967.71
497,709.78
1394,1394.0
714,705.7
1453,1453.0
1785,1475.94
197,295.0
905,878.18
825,773.5366666666667
105,104.29
105,121.87
882,903.73
1246,1258.32
316,317.54
585,678.38
61,198.15
585,598.23
1234,1294.57
608,633.0
1371,1386.745
931,936.3
1356,1043.41
1174,1103.69
603,534.58
151,332.18
882,882.0
34,34.0
629,483.01
1832,1112.02
604,707.16
878,878.0
607,628.45
1284,1313.78
607,595.51
105,107.13
584,495.97
419,721.87
442,442.0
1163,1212.37
877,877.0
542,533.38
414,485.18
274,483.29
495,978.12
1091,1108.885
575,569.23
590,583.14
61,87.46
845,879.06
1006,980.06
1009,1009.65
361,484.585
193,155.0
1539,1317.18
332,416.24
34,42.64
285,463.07
105,680.14
1354,1310.28
917,995.58
913,974.89
1202,1148.77
81,1486.44
1745,639.04
868,874.05
1739,1717.27
1325,636.19
34,46.96
34,42.77
1411,1200.12
1091,1089.18
383,524.465
1443,1518.86
937,1028.04
24,24.27
1730,1652.63
1658,1656.32
1526,1486.87
636,940.92
1328,1212.83
1009,1030.95
562,563.27
387,606.17
555,553.3
1064,1153.14
1680,877.76
511,545.24
1006,1032.31
154,140.2
1830,1564.36
575,582.65
781,776.5
1642,1610.19
1390,1195.7
944,865.0
274,362.87
105,103.98
1374,908.215
393,416.86
1006,1007.88
669,655.43
1582,1582.0
1754,1295.91
85,86.195
1229,1375.49
403,493.25
37,134.78
465,337.52
1176,1207.23
76,76.0
316,319.08
571,745.46
1006,1006.0
1072,1070.59
614,614.0
379,543.885
973,906.0
662,594.99
777,700.34
3,416.97
257,322.385
294,632.94
452,816.15
837,822.51
451,451.0
1006,1006.0
685,569.92
1006,1007.22
1760,1272.77
962,962.14
1594,793.76
1394,1406.58
960,935.43
596,622.7
1294,1283.93
638,636.31
900,900.0
34,34.0
211,211.0
877,879.56
1313,1188.59
913,912.55
1223,1293.64
1564,949.715
1374,342.0
361,379.91
882,882.0
1443,1441.41
105,105.0
1768,1762.9
1760,1665.16
508,514.6
405,403.11
916,876.87
382,382.0
1080,982.61
87,268.75
1685,868.49
1549,1001.55
1314,1325.37
1052,1122.615
1453,1362.34
299,407.775
1029,905.84
1535,1468.735
405,408.38
34,34.0
976,980.82
1453,1453.0
